marca,modelo,tipo_dnrpa,tipo_sistema
RVM,RVM 250 E,MOTOCICLETA,Moto
RVM,RVM 500,MOTOCICLETA,Moto
RVM,RVM 500-2,MOTOCICLETA,Moto
RVM,RVM CZ 250,MOTOCICLETA,Moto
RVM,RVM400,MOTOCICLETA,Moto
RVM,RVM450,MOTOCICLETA,Moto
RVM,TEKKEN 250,MOTOCICLETA,Moto
RVM,TEKKEN 250-2,MOTOCICLETA,Moto
RVM,TEKKEN 300,MOTOCICLETA,Moto
RVM,TEKKEN 500 X,MOTOCICLETA,Moto
RVM,TEKKEN-250,MOTOCICLETA,Moto
RVM,TEKKEN250,MOTOCICLETA,Moto
RVM,V 800,MOTOCICLETA,Moto
RVM,V800,MOTOCICLETA,Moto
SHERCO,250 SEF-R,MOTOCICLETA,Moto
SHERCO,300 SE-R,MOTOCICLETA,Moto
SHERCO,300 SEF-R,MOTOCICLETA,Moto
SIAM,N4,SCOOTER,Moto
SIAM,NOMAD 150,MOTOCICLETA,Moto
SIAM,QU 110,MOTOCICLETA,Moto
SIAM,QU 110 BASE,MOTOCICLETA,Moto
SIAM,QUIRION 150,MOTOCICLETA,Moto
SIAM,SPIRIT,MOTOCICLETA,Moto
SIAM,TRENDER 150,MOTOCICLETA,Moto
SIAM,VICTORIA,MOTONETA / SCOOTER,Moto
SUMO,CG125,MOTOCICLETA,Moto
SUMO,SB110,MOTOCICLETA,Moto
SUMO,SG125 SUPER,MOTOCICLETA,Moto
SUMO,SL200,MOTOCICLETA,Moto
SUNRA,AMALFI,SCOOTER,Moto
SUNRA,ANGER,SCOOTER,Moto
SUNRA,ANGER-S,SCOOTER,Moto
SUNRA,ASTRO,SCOOTER,Moto
SUNRA,GRACE,SCOOTER,Moto
SUNRA,HAWK,SCOOTER,Moto
SUNRA,K3,SCOOTER,Moto
SUNRA,LEO,SCOOTER,Moto
SUNRA,LMJR,SCOOTER,Moto
SUNRA,MIKU MAX,SCOOTER,Moto
SUNRA,MIKU SUPER,MOTOCICLETA,Moto
SUPER SOCO,CPX,SCOOTER,Moto
SUPER SOCO,CU MINI,SCOOTER,Moto
SUPER SOCO,CUX,SCOOTER,Moto
SUPER SOCO,CUX DUCATI,SCOOTER,Moto
SUPER SOCO,TC,MOTOCICLETA,Moto
SUPER SOCO,TC MAX,MOTOCICLETA,Moto
SUPER SOCO,TC WANDERER,MOTOCICLETA,Moto
SUPER SOCO,TS,MOTOCICLETA,Moto
SUPER SOCO,TS X,MOTOCICLETA,Moto
SUZUKI,AN 125,SCOOTER,Moto
SUZUKI,AX 100,MOTOCICLETA,Moto
SUZUKI,AX 100 MARSHAL,MOTOCICLETA,Moto
SUZUKI,AX 100 R,MOTOCICLETA,Moto
SUZUKI,AX 100D,MOTOCICLETA / SIN ESPECIFICACION,Moto
SUZUKI,AX-100,MOTOCICLETA / SIN ESPECIFICACION,Moto
SUZUKI,AX100,MOTOCICLETA,Moto
SUZUKI,AX100A,MOTOCICLETA,Moto
SUZUKI,AX100V,MOTOCICLETA,Moto
SUZUKI,BOULEVARD C-50 T,MOTOCICLETA,Moto
SUZUKI,BOULEVARD C50,MOTOCICLETA,Moto
SUZUKI,BOULEVARD M109R,MOTOCICLETA,Moto
SUZUKI,BOULEVARD M50,MOTOCICLETA,Moto
SUZUKI,BOULEVARD S50,MOTOCICLETA,Moto
SUZUKI,BOULEVARD S83,MOTOCICLETA,Moto
SUZUKI,BURGMAN 200,SCOOTER,Moto
SUZUKI,DL 650,MOTOCICLETA,Moto
SUZUKI,DL 650 XA,MOTOCICLETA,Moto
SUZUKI,DL1000 V-STROM,MOTOCICLETA,Moto
SUZUKI,DL1000A,MOTOCICLETA,Moto
SUZUKI,DL1000XA,MOTOCICLETA,Moto
SUZUKI,DL1050RC,MOTOCICLETA,Moto
SUZUKI,DL650,MOTOCICLETA,Moto
SUZUKI,DL650 V-STROM,MOTOCICLETA,Moto
SUZUKI,DL650A,MOTOCICLETA,Moto
SUZUKI,DL650XA,MOTOCICLETA,Moto
SUZUKI,DL800,MOTOCICLETA,Moto
SUZUKI,DR-Z400S DUAL SPORT,MOTOCICLETA,Moto
SUZUKI,DR650SE,MOTOCICLETA,Moto
SUZUKI,DS250RL,MOTOCICLETA,Moto
SUZUKI,EN125 HU,MOTOCICLETA,Moto
SUZUKI,EN125-2A,MOTOCICLETA,Moto
SUZUKI,EN125-HU,MOTOCICLETA,Moto
SUZUKI,GIXXER,MOTOCICLETA,Moto
SUZUKI,GN 125,MOTOCICLETA,Moto
SUZUKI,GN 125 H,MOTOCICLETA,Moto
SUZUKI,GN125-F,MOTOCICLETA,Moto
SUZUKI,GN125E,MOTOCICLETA,Moto
SUZUKI,GN125EN,MOTOCICLETA,Moto
SUZUKI,GN125ER,MOTOCICLETA,Moto
SUZUKI,GN125ES,MOTOCICLETA,Moto
SUZUKI,GN125ET,MOTOCICLETA,Moto
SUZUKI,GN125H,MOTOCICLETA,Moto
SUZUKI,GS 125,MOTOCICLETA,Moto
SUZUKI,GSF650 BANDIT,MOTOCICLETA,Moto
SUZUKI,GSF650SA,MOTOCICLETA,Moto
SUZUKI,GSR 750,MOTOCICLETA,Moto
SUZUKI,GSR600,MOTOCICLETA,Moto
SUZUKI,GSX 125 R,MOTOCICLETA,Moto
SUZUKI,GSX 1300 RK5,MOTOCICLETA,Moto
SUZUKI,GSX 1300R HAYABUSA,MOTOCICLETA,Moto
SUZUKI,GSX 1300RA,MOTOCICLETA,Moto
SUZUKI,GSX 600 FL,MOTOCICLETA,Moto
SUZUKI,GSX 600 FM,MOTOCICLETA,Moto
SUZUKI,GSX 600 FR,MOTOCICLETA,Moto
SUZUKI,GSX 750,MOTOCICLETA,Moto
SUZUKI,GSX R1000RA,MOTOCICLETA,Moto
SUZUKI,GSX-R 1100,MOTOCICLETA,Moto
SUZUKI,GSX-R1000,MOTOCICLETA,Moto
SUZUKI,GSX-R1000 A,MOTOCICLETA,Moto
SUZUKI,GSX-R1000 RA,MOTOCICLETA,Moto
SUZUKI,GSX-R1100 W,MOTOCICLETA,Moto
SUZUKI,GSX-R1100N,MOTOCICLETA,Moto
SUZUKI,GSX-R1100WS,MOTOCICLETA,Moto
SUZUKI,GSX-R600,MOTOCICLETA,Moto
SUZUKI,GSX-R600V,MOTOCICLETA,Moto
SUZUKI,GSX-S750,MOTOCICLETA,Moto
SUZUKI,GSX-S750A,MOTOCICLETA,Moto
SUZUKI,GSX1100F,MOTOCICLETA,Moto
SUZUKI,GSX1300BK B-KING,MOTOCICLETA,Moto
SUZUKI,GSX1300R,MOTOCICLETA,Moto
SUZUKI,GSX150,MOTOCICLETA,Moto
SUZUKI,GSX600FS,MOTOCICLETA,Moto
SUZUKI,GSXR 750,MOTOCICLETA,Moto
SUZUKI,GSXR 750 M,MOTOCICLETA,Moto
SUZUKI,GSXR600,MOTOCICLETA,Moto
SUZUKI,GW250 INAZUMA,MOTOCICLETA,Moto
SUZUKI,RM Z 250,MOTOCICLETA,Moto
SUZUKI,RM Z450L1,MOTOCICLETA,Moto
SUZUKI,RM-Z250,MOTOCICLETA,Moto
SUZUKI,RM-Z450,MOTOCICLETA,Moto
SUZUKI,RMZ250,MOTOCICLETA,Moto
SUZUKI,RMZ450,MOTOCICLETA,Moto
SUZUKI,SJ110,MOTOCICLETA,Moto
SUZUKI,SJ110D,MOTOCICLETA,Moto
SUZUKI,SV650A,MOTOCICLETA,Moto
SUZUKI,SV650XA,MOTOCICLETA,Moto
SUZUKI,V-STROM 1000 XT ABS,MOTOCICLETA,Moto
SUZUKI,V-STROM 250 ABS,MOTOCICLETA,Moto
SUZUKI,V-STROM 650 XT ABS,MOTOCICLETA,Moto
SUZUKI,VZ800,MOTOCICLETA,Moto
SUZUKI,VZ800 MARAUDER,MOTOCICLETA,Moto
SUZUKI,VZ800W,MOTOCICLETA,Moto
SUZUKI,VZ800Y MARAUDER,MOTOCICLETA,Moto
SYM,CITYCOM,MOTONETA / SCOOTER,Moto
SYM,CROX 125,MOTONETA / SCOOTER,Moto
SYM,FIDDLE II 150 S,MOTONETA / SCOOTER,Moto
SYM,JET 14,MOTONETA / SCOOTER,Moto
SYM,JET X,MOTONETA / SCOOTER,Moto
SYM,JOYRIDE,MOTONETA / SCOOTER,Moto
SYM,JOYRIDE 300,MOTOCICLETA,Moto
SYM,MAXSYM 600,SCOOTER,Moto
SYM,MAXSYM 600I,MOTONETA / SCOOTER,Moto
SYM,MAXSYM TL,SCOOTER,Moto
SYM,ORBIT II 125,MOTOCICLETA,Moto
SYM,ORBIT III 125,MOTONETA / SCOOTER,Moto
SYM,SYMPHONY,MOTONETA / SCOOTER,Moto
SYM,T1 180,MOTOCICLETA,Moto
SYM,TL508,SCOOTER,Moto
TEKNIAL,LX01,SCOOTER,Moto
TEKNIAL,LX04,SCOOTER,Moto
TIBO,AERO 150,MOTOCICLETA,Moto
TIBO,COASTER 250,MOTOCICLETA,Moto
TIBO,JET 110,MOTONETA / SCOOTER,Moto
TIBO,NITRO 200,MOTOCICLETA,Moto
TIBO,RAIDER 250,MOTOCICLETA,Moto
TIBO,RIDER 250,MOTOCICLETA,Moto
TIBO,RS 150,MOTOCICLETA,Moto
TIBO,SAMURAI 250,MOTOCICLETA,Moto
TIBO,ZONDA 200,MOTOCICLETA,Moto
TRIUMPH,BONNEVILLE BOBBER,MOTOCICLETA,Moto
TRIUMPH,BONNEVILLE BOBBER TFC,MOTOCICLETA,Moto
TRIUMPH,BONNEVILLE SE,MOTOCICLETA,Moto
TRIUMPH,BONNEVILLE T 100,MOTOCICLETA,Moto
TRIUMPH,BONNEVILLE T 100 BLACK,MOTOCICLETA,Moto
TRIUMPH,BONNEVILLE T100,MOTOCICLETA,Moto
TRIUMPH,BONNEVILLE T120,MOTOCICLETA,Moto
TRIUMPH,BONNEVILLE T120 BLACK,MOTOCICLETA,Moto
TRIUMPH,EXPLORER XCA,MOTOCICLETA,Moto
TRIUMPH,EXPLORER XCX,MOTOCICLETA,Moto
TRIUMPH,ROCKET 3 GT,MOTOCICLETA,Moto
TRIUMPH,ROCKET 3 R,MOTOCICLETA,Moto
TRIUMPH,ROCKET 3 TFC,MOTOCICLETA,Moto
TRIUMPH,ROCKET III 2300,MOTOCICLETA,Moto
TRIUMPH,ROCKET III 2300 ROADSTER,MOTOCICLETA,Moto
TRIUMPH,ROCKET III TOURING,MOTOCICLETA,Moto
TRIUMPH,SCRAMBLER,MOTOCICLETA,Moto
TRIUMPH,SCRAMBLER 1200 XC,MOTOCICLETA,Moto
TRIUMPH,SCRAMBLER 1200 XE,MOTOCICLETA,Moto
TRIUMPH,SCRAMBLER 400X,MOTOCICLETA,Moto
TRIUMPH,SCRAMBLER 400XC,MOTOCICLETA,Moto
TRIUMPH,SCRAMBLER 900,MOTOCICLETA,Moto
TRIUMPH,SPEED 400,MOTOCICLETA,Moto
TRIUMPH,SPEED TWIN,MOTOCICLETA,Moto
TRIUMPH,SPEED TWIN 900,MOTOCICLETA,Moto
TRIUMPH,STREET CUP,MOTOCICLETA,Moto
TRIUMPH,STREET SCRAMBLER,MOTOCICLETA,Moto
TRIUMPH,STREET TWIN,MOTOCICLETA,Moto
TRIUMPH,THRUXTON,MOTOCICLETA,Moto
TRIUMPH,THRUXTON 900,MOTOCICLETA,Moto
TRIUMPH,THRUXTON R,MOTOCICLETA,Moto
TRIUMPH,TIGER 1050,MOTOCICLETA,Moto
TRIUMPH,TIGER 1200 GT PRO,MOTOCICLETA,Moto
TRIUMPH,TIGER 1200 RALLY EXPLORE,MOTOCICLETA,Moto
TRIUMPH,TIGER 1200 RALLY PRO,MOTOCICLETA,Moto
TRIUMPH,TIGER 1200 XCX,MOTOCICLETA,Moto
TRIUMPH,TIGER 800,MOTOCICLETA,Moto
TRIUMPH,TIGER 800 XC,MOTOCICLETA,Moto
TRIUMPH,TIGER 800 XCA,MOTOCICLETA,Moto
TRIUMPH,TIGER 800 XCX,MOTOCICLETA,Moto
TRIUMPH,TIGER 800 XRX,MOTOCICLETA,Moto
TRIUMPH,TIGER 900,MOTOCICLETA,Moto
TRIUMPH,TIGER 900 GT,MOTOCICLETA,Moto
TRIUMPH,TIGER 900 GT PRO,MOTOCICLETA,Moto
TRIUMPH,TIGER 900 RALLY,MOTOCICLETA,Moto
TRIUMPH,TIGER 900 RALLY PRO,MOTOCICLETA,Moto
TRIUMPH,TIGER EXPLORER,MOTOCICLETA,Moto
TRIUMPH,TIGER EXPLORER XC,MOTOCICLETA,Moto
TRIUMPH,TIGER SPORT,MOTOCICLETA,Moto
TRIUMPH,TRIDENT,MOTOCICLETA,Moto
TVS,NTORQ 125,MOTONETA / SCOOTER,Moto
TVS,NTORQ DISC,SCOOTER,Moto
TVS,RR 310,MOTOCICLETA,Moto
TVS,RTR 160,MOTOCICLETA,Moto
TVS,RTR 200,MOTOCICLETA,Moto
TVS,RTR160,MOTOCICLETA,Moto
TVS,RTR200,MOTOCICLETA,Moto
TVS,TVS NEO,MOTOCICLETA,Moto
TVS,TVS RAIDER,MOTOCICLETA,Moto
TVS,TVS RAIDER L,MOTOCICLETA,Moto
TVS,XR 110,MOTOCICLETA,Moto
VOGE,300,MOTOCICLETA,Moto
VOGE,300 AC,MOTOCICLETA,Moto
VOGE,300 DS,MOTOCICLETA,Moto
VOGE,500DS,MOTOCICLETA,Moto
VOGE,500R,MOTOCICLETA,Moto
VOGE,650DS,MOTOCICLETA,Moto
VOGE,DS525X,MOTOCICLETA,Moto
VOGE,DS800X RALLY,MOTOCICLETA,Moto
YAMAHA,900 ST,MOTOCICLETA,Moto
YAMAHA,CRYPTON,MOTOCICLETA,Moto
YAMAHA,CYGNUS RAY ZR,SCOOTER,Moto
YAMAHA,FASCINO 125 FI,MOTONETA / SCOOTER / SCOOTER,Moto
YAMAHA,FAZER 600 FZ6,MOTOCICLETA,Moto
YAMAHA,FAZER 600 FZ6T,MOTOCICLETA,Moto
YAMAHA,FAZER FI,MOTOCICLETA,Moto
YAMAHA,FAZER FZ8 SA,MOTOCICLETA,Moto
YAMAHA,FJR 1300,MOTOCICLETA,Moto
YAMAHA,FJR1300A,MOTOCICLETA,Moto
YAMAHA,FJR1300AS,MOTOCICLETA,Moto
YAMAHA,FZ 16,MOTOCICLETA,Moto
YAMAHA,FZ FI,MOTOCICLETA,Moto
YAMAHA,FZ-S FI,MOTOCICLETA,Moto
YAMAHA,FZ-S FI D,MOTOCICLETA,Moto
YAMAHA,FZ-S FI V3.0,MOTOCICLETA,Moto
YAMAHA,FZ-S FI V4.0 ABS,MOTOCICLETA,Moto
YAMAHA,FZ-X,MOTOCICLETA,Moto
YAMAHA,FZ1,MOTOCICLETA,Moto
YAMAHA,FZ1 N,MOTOCICLETA,Moto
YAMAHA,FZ1 SA,MOTOCICLETA,Moto
YAMAHA,FZ16 ST,MOTOCICLETA,Moto
YAMAHA,FZ1N FAZER,MOTOCICLETA,Moto
YAMAHA,FZ1S,MOTOCICLETA,Moto
YAMAHA,FZ25,MOTOCICLETA,Moto
YAMAHA,FZ25 ABS,MOTOCICLETA,Moto
YAMAHA,FZ6,MOTOCICLETA,Moto
YAMAHA,FZ6 NAHG,MOTOCICLETA,Moto
YAMAHA,FZ6-N,MOTOCICLETA,Moto
YAMAHA,FZ6-S,MOTOCICLETA,Moto
YAMAHA,FZ6NHG,MOTOCICLETA,Moto
YAMAHA,FZ6SAHG,MOTOCICLETA,Moto
YAMAHA,FZ6SHG,MOTOCICLETA,Moto
YAMAHA,FZ8 NA,MOTOCICLETA,Moto
YAMAHA,FZ8-N,MOTOCICLETA,Moto
YAMAHA,FZ8-S,MOTOCICLETA,Moto
YAMAHA,MT 03A,MOTOCICLETA,Moto
YAMAHA,MT 07,MOTOCICLETA,Moto
YAMAHA,MT 07 A,MOTOCICLETA,Moto
YAMAHA,MT 09,MOTOCICLETA,Moto
YAMAHA,MT 09 ABS,MOTOCICLETA,Moto
YAMAHA,MT 09 TRACER,MOTOCICLETA,Moto
YAMAHA,MT 10,MOTOCICLETA,Moto
YAMAHA,MT-07 TRACER,MOTOCICLETA,Moto
YAMAHA,MT-07ST,MOTOCICLETA,Moto
YAMAHA,MT-09ST,MOTOCICLETA,Moto
YAMAHA,MT01,MOTOCICLETA,Moto
YAMAHA,MT03,MOTOCICLETA,Moto
YAMAHA,MT03 ABS,MOTOCICLETA,Moto
YAMAHA,MT03. ABS,MOTOCICLETA,Moto
YAMAHA,NM-X,SCOOTER,Moto
YAMAHA,NM-X CONNECTED,MOTONETA / SCOOTER,Moto
YAMAHA,NMAX CONNECTED,MOTONETA / SCOOTER,Moto
YAMAHA,PW 50,MOTOCICLETA,Moto
YAMAHA,PW50,MOTOCICLETA,Moto
YAMAHA,R1,MOTOCICLETA,Moto
YAMAHA,R15,MOTOCICLETA,Moto
YAMAHA,R6,MOTOCICLETA,Moto
YAMAHA,RAY ZR 125 FI,MOTONETA / SCOOTER / SCOOTER,Moto
YAMAHA,ROAD STAR 1700,MOTOCICLETA,Moto
YAMAHA,ROYAL STAR 1300,MOTOCICLETA,Moto
YAMAHA,ROYAL STAR 1300 MIDNIGH,MOTOCICLETA,Moto
YAMAHA,ROYAL STAR 1300 VENTURE,MOTOCICLETA,Moto
YAMAHA,ROYAL STAR 1300A,MOTOCICLETA,Moto
YAMAHA,SUPER TENERE,MOTOCICLETA,Moto
YAMAHA,SZ15RR,MOTOCICLETA,Moto
YAMAHA,T105 CRYPTON,MOTOCICLETA,Moto
YAMAHA,T105E CRYPTON,MOTOCICLETA,Moto
YAMAHA,T110,MOTOCICLETA,Moto
YAMAHA,T110 CRYPTON,MOTOCICLETA,Moto
YAMAHA,T110C,MOTOCICLETA,Moto
YAMAHA,TDM900,MOTOCICLETA,Moto
YAMAHA,TDM900A,MOTOCICLETA,Moto
YAMAHA,TENERE 700,MOTOCICLETA,Moto
YAMAHA,TENERE ADVENTURE,MOTOCICLETA,Moto
YAMAHA,TT-R230,MOTOCICLETA,Moto
YAMAHA,TTR 125EV,MOTOCICLETA,Moto
YAMAHA,TTR 125V,MOTOCICLETA,Moto
YAMAHA,TTR 600,MOTOCICLETA,Moto
YAMAHA,TTR125,MOTOCICLETA,Moto
YAMAHA,TTR125E,MOTOCICLETA,Moto
YAMAHA,TTR125LW,MOTOCICLETA,Moto
YAMAHA,TTR125LWE,MOTOCICLETA,Moto
YAMAHA,TTR230,MOTOCICLETA,Moto
YAMAHA,TTR230T,MOTOCICLETA,Moto
YAMAHA,TTR230W,MOTOCICLETA,Moto
YAMAHA,TZ125,MOTOCICLETA,Moto
YAMAHA,TZR 125,MOTOCICLETA,Moto
YAMAHA,TZR 125 R,MOTOCICLETA,Moto
YAMAHA,TZR 125 SP,MOTOCICLETA,Moto
YAMAHA,V STAR,MOTOCICLETA,Moto
YAMAHA,V STAR 1300,MOTOCICLETA,Moto
YAMAHA,V STAR 950,MOTOCICLETA,Moto
YAMAHA,V STAR CLASSIC,MOTOCICLETA,Moto
YAMAHA,V-MAX,MOTOCICLETA,Moto
YAMAHA,V-MAX 1200,MOTOCICLETA,Moto
YAMAHA,WR250F,MOTOCICLETA,Moto
YAMAHA,WR250R,MOTOCICLETA,Moto
YAMAHA,WR250X,MOTOCICLETA,Moto
YAMAHA,WR450F,MOTOCICLETA,Moto
YAMAHA,XJ 600 SD SECAII,MOTOCICLETA,Moto
YAMAHA,XJ6-F DIVERSION,MOTOCICLETA,Moto
YAMAHA,XJ6-N,MOTOCICLETA,Moto
YAMAHA,XJ6-S DIVERSION,MOTOCICLETA,Moto
YAMAHA,XJR 1300,MOTOCICLETA,Moto
YAMAHA,XMAX,SCOOTER,Moto
YAMAHA,XP 500,SCOOTER,Moto
YAMAHA,XSR900,MOTOCICLETA,Moto
YAMAHA,XT 225,MOTOCICLETA,Moto
YAMAHA,XT225 4-STROKE,MOTOCICLETA,Moto
YAMAHA,XT225 G,MOTOCICLETA,Moto
YAMAHA,XT225D,MOTOCICLETA,Moto
YAMAHA,XT600E,MOTOCICLETA,Moto
YAMAHA,XT600ED,MOTOCICLETA,Moto
YAMAHA,XT660R,MOTOCICLETA,Moto
YAMAHA,XT660X,MOTOCICLETA,Moto
YAMAHA,XT660Z,MOTOCICLETA,Moto
YAMAHA,XTZ 125,MOTOCICLETA,Moto
YAMAHA,XTZ 125 E,MOTOCICLETA,Moto
YAMAHA,XTZ 125E,MOTOCICLETA,Moto
YAMAHA,XTZ 250,MOTOCICLETA,Moto
YAMAHA,XTZ125E,MOTOCICLETA,Moto
YAMAHA,XTZ125K,MOTOCICLETA,Moto
YAMAHA,XTZ150,MOTOCICLETA,Moto
YAMAHA,XTZ250,MOTOCICLETA,Moto
YAMAHA,XTZ250 ABS,MOTOCICLETA,Moto
YAMAHA,XTZ250 LANDER,MOTOCICLETA,Moto
YAMAHA,XTZ250ABS,MOTOCICLETA,Moto
YAMAHA,XV1900A MIDNIGTH STAR,MOTOCICLETA,Moto
YAMAHA,XV950 BOLT,MOTOCICLETA,Moto
YAMAHA,XV950R,MOTOCICLETA,Moto
YAMAHA,XVA1100 V-STAR CUSTOM,MOTOCICLETA,Moto
YAMAHA,XVS 65 V-STAR CLASSIC,MOTOCICLETA,Moto
YAMAHA,XVS11 V-STAR,MOTOCICLETA,Moto
YAMAHA,XVS11 V-STAR CLASSIC,MOTOCICLETA,Moto
YAMAHA,XVS1100,MOTOCICLETA,Moto
YAMAHA,XVS1100 V-STAR CLASSIC,MOTOCICLETA,Moto
YAMAHA,XVS1100A,MOTOCICLETA,Moto
YAMAHA,XVS1300A MIDNIGHT STAR,MOTOCICLETA,Moto
YAMAHA,XVS65 V-STAR,MOTOCICLETA,Moto
YAMAHA,XVS650,MOTOCICLETA,Moto
YAMAHA,XVS650 V-STAR CUSTOM,MOTOCICLETA,Moto
YAMAHA,XVS650A,MOTOCICLETA,Moto
YAMAHA,XVS950A,MOTOCICLETA,Moto
YAMAHA,XVS950CUD A,MOTOCICLETA,Moto
YAMAHA,XVZ1300AT,MOTOCICLETA,Moto
YAMAHA,YBR 125,MOTOCICLETA,Moto
YAMAHA,YBR 125 ED,MOTOCICLETA,Moto
YAMAHA,YBR 125 R,MOTOCICLETA,Moto
YAMAHA,YBR 125ED,MOTOCICLETA,Moto
YAMAHA,YBR 250,MOTOCICLETA,Moto
YAMAHA,YBR Z,MOTOCICLETA,Moto
YAMAHA,YBR125,MOTOCICLETA,Moto
YAMAHA,YBR125 4-STROKE,MOTOCICLETA,Moto
YAMAHA,YBR125E,MOTOCICLETA,Moto
YAMAHA,YBR125ED,MOTOCICLETA,Moto
YAMAHA,YBR125K,MOTOCICLETA,Moto
YAMAHA,YBR250,MOTOCICLETA,Moto
YAMAHA,YBRZ,MOTOCICLETA,Moto
YAMAHA,YFM-80,CUATRICICLO / MOTOCICLETA,Moto
YAMAHA,YFS-200 G,CUATRICICLO / MOTOCICLETA,Moto
YAMAHA,YFS200 G-PP,CUATRICICLO / MOTOCICLETA,Moto
YAMAHA,YFZ350,CUATRIC.C/DISP.ENG. / CUATRICICLO / MOTOCICLETA,Moto
YAMAHA,YFZ350G,CUATRICICLO / MOTOCICLETA,Moto
YAMAHA,YP400 MAJESTY,SCOOTER,Moto
YAMAHA,YS250 FAZER,MOTOCICLETA,Moto
YAMAHA,YZ 125,MOTOCICLETA,Moto
YAMAHA,YZ 125 G1,MOTOCICLETA,Moto
YAMAHA,YZ 125G,MOTOCICLETA,Moto
YAMAHA,YZ 250 G1,MOTOCICLETA,Moto
YAMAHA,YZ125F1,MOTOCICLETA,Moto
YAMAHA,YZ250,MOTOCICLETA / MOTOCROSS,Moto
YAMAHA,YZ250F,MOTOCICLETA,Moto
YAMAHA,YZ250FX,MOTOCICLETA,Moto
YAMAHA,YZ250X,MOTOCICLETA,Moto
YAMAHA,YZ426F,MOTOCICLETA,Moto
YAMAHA,YZ450F,MOTOCICLETA,Moto
YAMAHA,YZ450FX,MOTOCICLETA,Moto
YAMAHA,YZ85,MOTOCICLETA,Moto
YAMAHA,YZ85LW,MOTOCICLETA,Moto
YAMAHA,YZF R,MOTOCICLETA,Moto
YAMAHA,YZF R1M,MOTOCICLETA,Moto
YAMAHA,YZF R3 GP,MOTOCICLETA,Moto
YAMAHA,YZF R3A,MOTOCICLETA,Moto
YAMAHA,YZF R7,MOTOCICLETA,Moto
YAMAHA,YZF-R1,MOTOCICLETA,Moto
YAMAHA,YZF-R6,MOTOCICLETA,Moto
YAMAHA,YZF250R,MOTOCICLETA,Moto
ZANELLA,CECCATO R 150,MOTOCICLETA,Moto
ZANELLA,CECCATO V 250 I,MOTOCICLETA,Moto
ZANELLA,CECCATO X,MOTOCICLETA,Moto
ZANELLA,CECCATO X 250,MOTOCICLETA,Moto
ZANELLA,CECCATO X 700,MOTOCICLETA,Moto
ZANELLA,CICL. N-FIRE 50 PLUS,CICLOMOTOR,Moto
ZANELLA,CICL. SOL LA PLUS,CICLOMOTOR,Moto
ZANELLA,CICL. SOL TOP,CICLOMOTOR,Moto
ZANELLA,CICL.SOL LA PLUS,CICLOMOTOR,Moto
ZANELLA,CICLOMOTOR FIRE,CICLOMOTOR,Moto
ZANELLA,CICLOMOTOR FIRE VR,CICLOMOTOR,Moto
ZANELLA,CICLOMOTOR NEW FIRE,CICLOMOTOR,Moto
ZANELLA,CICLOMOTOR SOL LA,CICLOMOTOR,Moto
ZANELLA,CRUISER 200 GT,MOTOCICLETA,Moto
ZANELLA,CRUISER X,MOTOCICLETA,Moto
ZANELLA,CRUISER X1,MOTONETA / SCOOTER,Moto
ZANELLA,CUSTOM 125,MOTOCICLETA,Moto
ZANELLA,CUSTOM 150,MOTOCICLETA,Moto
ZANELLA,DELIBERY,CICLOMOTOR,Moto
ZANELLA,DELIVERY 100,MOTOCICLETA,Moto
ZANELLA,DIRTBIKE,MOTOCICLETA,Moto
ZANELLA,DUE,MOTOCICLETA,Moto
ZANELLA,DUE 110 LUXURY,MOTOCICLETA,Moto
ZANELLA,DUE 110 SPORT,MOTOCICLETA,Moto
ZANELLA,DUE 110 ST,MOTOCICLETA,Moto
ZANELLA,DUE 125 SPORT,MOTOCICLETA,Moto
ZANELLA,DUE 3V,MOTOCICLETA,Moto
ZANELLA,DUE CLASSIC 110,MOTOCICLETA,Moto
ZANELLA,DUE CLASSIC AUTOMATICA,MOTOCICLETA,Moto
ZANELLA,DUE GL,CICLOMOTOR,Moto
ZANELLA,DUE GL C/ALEACION,CICLOMOTOR,Moto
ZANELLA,E STYLER,MOTOCICLETA,Moto
ZANELLA,GT2I,MOTOCICLETA,Moto
ZANELLA,HJ 110,MOTOCICLETA,Moto
ZANELLA,HJ110,MOTOCICLETA,Moto
ZANELLA,HJ125-7,MOTOCICLETA,Moto
ZANELLA,HOT,MOTOCICLETA,Moto
ZANELLA,HOT 90 G2,MOTOCICLETA,Moto
ZANELLA,HOT 90 SWEET G2,MOTOCICLETA,Moto
ZANELLA,HOT 90 SWEET SERIES,MOTOCICLETA,Moto
ZANELLA,MADASS,MOTOCICLETA,Moto
ZANELLA,MOD,MOTOCICLETA,Moto
ZANELLA,MOTO NEW FIRE 70 FULL,MOTOCICLETA,Moto
ZANELLA,MOTO NEW FIRE 70 VAV,MOTOCICLETA,Moto
ZANELLA,MOTO SOL TOP 70,CICLOMOTOR,Moto
ZANELLA,MOTO SOL TOP 70 VAV,CICLOMOTOR,Moto
ZANELLA,MOTONETA,MOTOCICLETA,Moto
ZANELLA,MOTORI RTZ 500,MOTOCICLETA,Moto
ZANELLA,NEW FIRE 100,MOTOCICLETA,Moto
ZANELLA,NEW FIRE 50 ECONO,CICLOMOTOR,Moto
ZANELLA,NEW FIRE 50 PLUS,CICLOMOTOR,Moto
ZANELLA,NEW FIRE 50 SPORT,CICLOMOTOR,Moto
